geom,Num_Occupants,Num_MotorVehicles,Fatalities_calc,SuspectedSeriousInjury_calc,NonMotorist_calc,Aggregated_Non_Motorist_txt,CityTownship,CountyNameTxt,Region,Zipcode_txtCARTO,TribalLand_txtCARTO,InjuryLevel,ExceedingSpeedLimitInd_boolCARTO,Seatbelt_boolCARTO,DistractedDrivingCde_boolCARTO,AlcoholSuspectedCde_txtCARTO,DrugSuspectedCde_txtCARTO,WeatherCde_txtCARTO,SurfaceConditionCde_txtCARTO,RdwyTypeCde_txtCARTO,RelativeLocIntersectCde,PostedSpeedNbr_binCARTO,WorkZoneInd_txtCARTO,DateOfIncident,AgencyIdNbr_txtCARTO,Injuries_calc,LatDec,LongDec,RdwyNameTxt,LocalCodeTxt,doi_date,doi_time,doi_dow_txtCARTO,HitAndRunInd_txtCARTO,VehicleMakeModelYearTxt_list,VehicleTypeCde_txtCARTO_list,doi_hour_txtCARTO,CrashType,CrashDetail
POINT(-93.11695531 44.89810291),3,2,0,0,0,Motorist Only,MENDOTA HEIGHTS,DAKOTA,Metro,55118,Not on Tribal Land,Possible Injury,Unknown,Not Completely,No,No,No,Clear,Dry,State Trunk Highway - MNTH,Four-Way Intersection,31 - 40 MPH,No,2025-08-28 15:31:00,Mendota Heights Police Dept,1,44.89810291,-93.11695531,DODD RD,25000572,"August 28, 2025",03:31:00 PM,Thursday,"No, Did not Leave Scene","2013 TOYOTA HIGHLANDER, 2023 HONDA PILOT","Sport Utility Vehicle, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.70978015 44.89252841),2,2,0,0,0,Motorist Only,MINNETRISTA,HENNEPIN,Metro,55375,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 10:02:00,Minnetrista Public Safety Dept,0,44.89252841,-93.70978015,MNTH 7,25004541,"August 28, 2025",10:02:00 AM,Thursday,"No, Did not Leave Scene","2022 RAM TRUCKS 3500, 2018 CADILLAC ATS","Pickup, Passenger Car",10:00 AM - 10:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.92873621 44.73841176),3,3,0,0,0,Motorist Only,NININGER,DAKOTA,Metro,55033,Not on Tribal Land,Possible Injury,Unknown,Yes,Yes,No,No,Fog/Smog/Smoke,Dry,State Trunk Highway - MNTH,T Intersection,41 - 55 MPH,No,2025-08-28 08:06:00,MN State Patrol District 2400 - Oakdale,1,44.73841176,-92.92873621,145TH ST E,25407219,"August 28, 2025",08:06:00 AM,Thursday,"No, Did not Leave Scene","2019 FORD TRANSIT, 2009 HYUNDAI ELANTRA, 2001 FORD RANGER","Other Light Trucks (10,000lbs or Less), Passenger Car, Pickup",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.01147699 45.01201031),3,2,0,0,0,Motorist Only,NORTH SAINT PAUL,RAMSEY,Metro,55109,Not on Tribal Land,Possible Injury,Yes,Yes,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-28 11:04:00,MN State Patrol District 2400 - Oakdale,2,45.01201031,-93.01147699,MNTH 36,25407227,"August 28, 2025",11:04:00 AM,Thursday,"No, Did not Leave Scene","2016 MITSUBISHI OUTLANDER, 2009 NISSAN CUBE","Sport Utility Vehicle, Sport Utility Vehicle",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.16678762 44.45257704),6,4,0,0,0,Motorist Only,NORTHFIELD,RICE,Southeast,55057,Not on Tribal Land,Possible Injury,No,Not Completely,Yes,No,No,Clear,Dry,State Trunk Highway - MNTH,Four-Way Intersection,21 - 30 MPH,No,2025-08-28 16:09:00,MN State Patrol District 2100 - Rochester,1,44.45257704,-93.16678762,FARIBAULT BLVD,25103389,"August 28, 2025",04:09:00 PM,Thursday,"No, Did not Leave Scene","2024 JEEP (POST 1988) WRANGLER, 2020 RAM TRUCKS PROMASTER 3500, 2019 FORD ESCAPE, 2011 ACURA MDX","Sport Utility Vehicle, Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver), Sport Utility Vehicle, Sport Utility Vehicle",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.347826 44.94894558),2,2,0,0,0,Motorist Only,SAINT LOUIS PARK,HENNEPIN,Metro,55416,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-28 15:44:00,MN State Patrol District 2500 - Golden Valley,0,44.948945579999993,-93.347826,NB MNTH 100 @ MINNETONKA BLVD,25510758,"August 28, 2025",03:44:00 PM,Thursday,"No, Did not Leave Scene","2023 RAM TRUCKS LIFT, 2018 BMW 540","Pickup, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.34645271 44.77891075),3,3,0,0,0,Motorist Only,SAVAGE,SCOTT,Metro,55378,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 16:24:00,MN State Patrol District 2500 - Golden Valley,0,44.77891075,-93.34645271,MNTH 13,25510760,"August 28, 2025",04:24:00 PM,Thursday,"No, Did not Leave Scene","2010 TOYOTA TACOMA, 2015 ACURA TLX, 2018 AUDI A4","Passenger Car, Passenger Car, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.63535881 44.86694138),1,2,0,0,0,Motorist Only,VICTORIA,CARVER,Metro,55318,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,State Trunk Highway - MNTH,Four-Way Intersection,41 - 55 MPH,No,2025-08-28 15:25:00,MN State Patrol District 2500 - Golden Valley,0,44.86694138,-93.63535881,MNTH 5,25510754,"August 28, 2025",03:25:00 PM,Thursday,"Yes, Driver or Car and Driver Left Scene","2005 CHEVROLET SILVERADO, 2004 FORD RANGER","Pickup, Pickup",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.62637964 44.86712602),2,2,0,0,0,Motorist Only,VICTORIA,CARVER,Metro,55318,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Fog/Smog/Smoke,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 07:09:00,Carver County Sheriff,0,44.86712602,-93.62637964,MNTH 5,25025174,"August 28, 2025",07:09:00 AM,Thursday,"No, Did not Leave Scene","2014 MAZDA CX-5, 2011 FORD F150","Sport Utility Vehicle, Pickup",7:00 AM - 7:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.82030249 44.83061308),2,2,0,0,0,Motorist Only,WACONIA,CARVER,Metro,55322,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 08:16:00,MN State Patrol District 2500 - Golden Valley,0,44.830613079999992,-93.82030249,MNTH 5,25510740,"August 28, 2025",08:16:00 AM,Thursday,"No, Did not Leave Scene","2010 MERCURY MILAN, 2013 FORD F150","Passenger Car, Passenger Car",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.18597614 44.73200194),1,1,0,0,0,Motorist Only,APPLE VALLEY,DAKOTA,Metro,55124,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 07:44:00,Apple Valley Police Dept,0,44.73200194,-93.18597614,150TH ST W,25004850,"August 28, 2025",07:44:00 AM,Thursday,"No, Did not Leave Scene",2004 SUBARU FORESTER,Passenger Car,7:00 AM - 7:59 AM,Collision w/ Fixed Object,Curb
POINT(-93.78104048 44.76507879),2,2,0,0,0,Motorist Only,BENTON,CARVER,Metro,55322,Not on Tribal Land,No Apparent Injury,No,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,,No,2025-08-28 17:35:00,Carver County Sheriff,0,44.76507879,-93.781040480000016,CSAH 53,25025258,"August 28, 2025",05:35:00 PM,Thursday,"No, Did not Leave Scene","2008 INFINITI G35, 2012 CHEVROLET EQUINOX","Passenger Car, Sport Utility Vehicle",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.27841204 44.84795606),3,2,0,0,0,Motorist Only,BLOOMINGTON,HENNEPIN,Metro,55420,Not on Tribal Land,Suspected Minor Injury,No,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-28 14:52:00,Bloomington Police Dept,1,44.847956059999994,-93.27841204,NICOLLET AVE S,25007912,"August 28, 2025",02:52:00 PM,Thursday,"No, Did not Leave Scene","2013 TOYOTA HIGHLANDER, 1966 CHEVROLET CVT","Sport Utility Vehicle, Passenger Car",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.30298922 44.75990719),4,2,0,0,0,Motorist Only,BURNSVILLE,DAKOTA,Metro,55337,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-28 06:17:00,Burnsville Police Dept,0,44.75990719,-93.302989220000015,COUNTY 5,25004348,"August 28, 2025",06:17:00 AM,Thursday,"No, Did not Leave Scene","2024 TOYOTA RAV4, 2018 FORD EXPEDITION","Passenger Car, Passenger Car",6:00 AM - 6:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.55835533 44.03290691),2,2,0,0,0,Motorist Only,CASCADE,OLMSTED,Southeast,55920,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,56 - 70 MPH,No,2025-08-28 14:35:00,MN State Patrol District 2100 - Rochester,0,44.03290691,-92.558355330000012,60TH AVE NW,25103386,"August 28, 2025",02:35:00 PM,Thursday,"No, Did not Leave Scene","2018 FORD F550, 2001 CHEVROLET SILVERADO","Medium / Heavy Trucks (More than 10,000lbs), Pickup",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.37930752 44.68658507),2,2,0,0,0,Motorist Only,CREDIT RIVER,SCOTT,Metro,55372,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Driveway Access Related,11 - 20 MPH,No,2025-08-28 08:20:00,Scott County Sheriff,0,44.68658507,-93.379307520000012,TEXAS AVE,25013756,"August 28, 2025",08:20:00 AM,Thursday,"No, Did not Leave Scene","2023 FORD F150, 2010 TOYOTA PRI","Pickup, Passenger Car",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Parked Motor Vehicle
POINT(-93.15949137 44.83345318),2,2,0,0,0,Motorist Only,EAGAN,DAKOTA,Metro,55121,Not on Tribal Land,Suspected Minor Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-28 18:05:00,Eagan Police Dept,2,44.833453179999992,-93.15949137,YANKEE DOODLE RD,EA25004222,"August 28, 2025",06:05:00 PM,Thursday,"No, Did not Leave Scene","2007 TOYOTA COROLLA, 2018 MAZDA CX-5","Passenger Car, Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.18047161 44.83364676),2,2,0,0,0,Motorist Only,EAGAN,DAKOTA,Metro,55121,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-28 15:36:00,Eagan Police Dept,0,44.83364676,-93.18047161,YANKEE DOODLE RD,25004220,"August 28, 2025",03:36:00 PM,Thursday,"No, Did not Leave Scene","2025 HONDA PASSPORT, 2013 LINCOLN MKZ","Sport Utility Vehicle, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.42578656 44.85818637),2,2,0,0,0,Motorist Only,EDEN PRAIRIE,HENNEPIN,Metro,55344,Not on Tribal Land,No Apparent Injury,No,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,41 - 55 MPH,No,2025-08-28 11:49:00,Eden Prairie Police Dept,0,44.858186370000006,-93.42578656,FLYING CLOUD DR,25029837,"August 28, 2025",11:49:00 AM,Thursday,"No, Did not Leave Scene","2016 VOLVO V60 CROSS COUNTRY, 2008 HONDA ACCORD","Passenger Car, Passenger Car",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-90.3249247 47.75679863),6,2,0,0,0,Motorist Only,GRAND MARAIS,COOK,Northeast,55604,Not on Tribal Land,No Apparent Injury,Unknown,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-28 13:09:00,Cook County Sheriff,0,47.75679863,-90.3249247,GUNFLINT TRL,25000447,"August 28, 2025",01:09:00 PM,Thursday,"No, Did not Leave Scene","2009 CHEVROLET HHR, 2024 SUBARU CROSSTREK","Passenger Car, Passenger Car",1:00 PM - 1:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.9431368 46.01336158),6,1,0,1,1,Pedestrian,HINCKLEY,PINE,Northeast,55037,Not on Tribal Land,Suspected Serious Injury,No,Unknown,No,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-28 18:21:00,Pine County Sheriff,1,46.01336158,-92.9431368,CSAH 61,25002332,"August 28, 2025",06:21:00 PM,Thursday,"No, Did not Leave Scene",2022 CHRYSLER PACIFICA,Passenger Van (Seats Installed Behind Driver),6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Pedestrian
POINT(-93.29707687 44.68126806),2,2,0,0,0,Motorist Only,LAKEVILLE,DAKOTA,Metro,55044,Not on Tribal Land,Possible Injury,No,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 16:02:00,Lakeville Police Dept,1,44.681268059999994,-93.29707687,185TH ST,25003459,"August 28, 2025",04:02:00 PM,Thursday,"No, Did not Leave Scene","2014 TOYOTA CAMRY, 2012 HYUNDAI SONATA","Passenger Car, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.484804 46.68485101),2,2,0,0,0,Motorist Only,LOGAN,AITKIN,Northeast,56469,Not on Tribal Land,No Apparent Injury,No,Not Completely,No,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 22:15:00,Aitkin County Sheriff,0,46.68485101000001,-93.484804,NATURE AVE,25001900,"August 28, 2025",10:15:00 PM,Thursday,"No, Did not Leave Scene","2024 RAM TRUCKS 3500, 2010 CHEVROLET HHR","Other Light Trucks (10,000lbs or Less), Passenger Car",10:00 PM - 10:59 PM,Collision w/ Non-Fixed Object,"Struck by Falling, Shifting Cargo or Anything Set in Motion by Motor Vehicle"
POINT(-93.98926312 44.14437558),2,2,0,0,0,Motorist Only,MANKATO,BLUE EARTH,South Central,56001,Not on Tribal Land,Possible Injury,No,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-28 15:18:00,Mankato Dept of Public Safety,1,44.144375579999995,-93.98926312,MONKS AVE,25-24620,"August 28, 2025",03:18:00 PM,Thursday,"No, Did not Leave Scene","2010 TOYOTA COROLLA, 2023 FORD TRANSIT","Passenger Car, Passenger Van (Seats Installed Behind Driver)",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.99808472 44.14489584),4,3,0,0,0,Motorist Only,MANKATO,BLUE EARTH,South Central,56001,Not on Tribal Land,Possible Injury,No,Yes,Unknown,No,No,Rain,Wet,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-28 19:18:00,Mankato Dept of Public Safety,1,44.14489584,-93.99808472,STADIUM  RD,25-24644,"August 28, 2025",07:18:00 PM,Thursday,"No, Did not Leave Scene","2010 TOYOTA PRIUS, 2014 TOYOTA PRIUS, 2012 TOYOTA CAMRY","Passenger Car, Passenger Car, Passenger Car",7:00 PM - 7:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.27459097 44.94835331),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55408,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-28 08:20:00,MN State Patrol District 2500 - Golden Valley,0,44.948353310000009,-93.27459097,ISTH 35W NB @ E 28TH ST,25510739,"August 28, 2025",08:20:00 AM,Thursday,"No, Did not Leave Scene","2006 MAZDA 3, 2020 TOYOTA RAV4","Passenger Car, Sport Utility Vehicle",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.26759782 44.93779216),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55407,Not on Tribal Land,Possible Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Intersection Related,21 - 30 MPH,No,2025-08-28 12:41:00,Minneapolis Police Dept,1,44.937792160000008,-93.26759782,PORTLAND AVE S,MP25-245147,"August 28, 2025",12:41:00 PM,Thursday,"No, Did not Leave Scene","2025 CHEVROLET TRAILBLAZER, 2014 FORD ESCAPE","Sport Utility Vehicle, Sport Utility Vehicle",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.31556084 44.91242971),3,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55410,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-28 17:25:00,Minneapolis Police Dept,0,44.91242971,-93.31556084,W 50TH ST,25-245468,"August 28, 2025",05:25:00 PM,Thursday,"No, Did not Leave Scene","2008 HONDA CIVIC, 2024 FORD EXPLORER","Passenger Car, Sport Utility Vehicle",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.22850641 44.08384013),3,3,0,0,0,Motorist Only,OWATONNA,STEELE,Southeast,55060,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-28 12:06:00,Owatonna Police Dept,0,44.08384013,-93.22850641,OAK AVE S,OW25001341,"August 28, 2025",12:06:00 PM,Thursday,"No, Did not Leave Scene","2025 HONDA CR-V, 2015 KIA MOTORS SOUL/PLUS, 2019 JEEP (POST 1988) CHEROKEE","Passenger Car, Sport Utility Vehicle, Sport Utility Vehicle",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.22857764 44.08466373),1,1,0,0,0,Motorist Only,OWATONNA,STEELE,Southeast,55060,Not on Tribal Land,No Apparent Injury,No,Yes,Unknown,Yes,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-28 20:55:00,Owatonna Police Dept,0,44.08466373,-93.22857764,OAK AVE S,25001343,"August 28, 2025",08:55:00 PM,Thursday,"No, Did not Leave Scene",2020 CHEVROLET EQUINOX,Sport Utility Vehicle,8:00 PM - 8:59 PM,Collision w/ Fixed Object,Light Pole/Utility Pole
POINT(-93.33979024 44.93330778),2,2,0,0,0,Motorist Only,SAINT LOUIS PARK,HENNEPIN,Metro,55416,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,Yes,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-28 18:44:00,St Louis Park Police Dept,0,44.93330778,-93.33979024,EXCELSIOR BLVD,SL25004867,"August 28, 2025",06:44:00 PM,Thursday,"Yes, Driver or Car and Driver Left Scene","2010 HYUNDAI SONATA, 2019 HONDA CIVIC","Passenger Car, Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.03252686 44.97748823),2,1,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55106,Not on Tribal Land,No Apparent Injury,No,Not Completely,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Other,,No,2025-08-28 20:45:00,St Paul Police Dept,0,44.97748823,-93.03252686,E MARYLAND AVE,25157415,"August 28, 2025",08:45:00 PM,Thursday,"No, Did not Leave Scene",2015 TOYOTA SIENNA,Passenger Car,8:00 PM - 8:59 PM,Collision w/ Fixed Object,"Fence, Not Barrier"
POINT(-93.11642647 46.18725857),1,1,0,1,0,Motorist Only,WAGNER,AITKIN,Northeast,55735,Not on Tribal Land,Suspected Serious Injury,Unknown,Unknown,Unknown,Yes,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,41 - 55 MPH,No,2025-08-28 23:09:00,MN State Patrol District 2800 - Brainerd,1,46.18725856999999,-93.11642647,130TH AVE,25801315,"August 28, 2025",11:09:00 PM,Thursday,"No, Did not Leave Scene",2009 KIA MOTORS SORENTO,Sport Utility Vehicle,11:00 PM - 11:59 PM,Collision w/ Fixed Object,Standing Tree/Shrubbery
POINT(-92.95832285 44.83276623),2,1,0,0,1,Bicycle,COTTAGE GROVE,WASHINGTON,Metro,55016,Not on Tribal Land,Possible Injury,No,Not Completely,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,T Intersection,21 - 30 MPH,No,2025-08-28 10:55:00,Cottage Grove Police Dept,1,44.83276623,-92.95832285,E POINT DOUGLAS RD S,CG25032466,"August 28, 2025",10:55:00 AM,Thursday,"No, Did not Leave Scene",2017 GMC ACADIA,Sport Utility Vehicle,10:00 AM - 10:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.9430423 44.8335442),3,2,0,0,0,Motorist Only,COTTAGE GROVE,WASHINGTON,Metro,55016,Not on Tribal Land,No Apparent Injury,Unknown,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",31 - 40 MPH,No,2025-08-28 06:46:00,Cottage Grove Police Dept,0,44.8335442,-92.9430423,80TH  ST S,CG25032421,"August 28, 2025",06:46:00 AM,Thursday,"No, Did not Leave Scene","2022 FORD F350, 2019 JEEP (POST 1988) CHEROKEE","Medium / Heavy Trucks (More than 10,000lbs), Sport Utility Vehicle",6:00 AM - 6:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.08459377 46.81491233),2,2,0,0,0,Motorist Only,DULUTH,SAINT LOUIS,Northeast,55812,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,T Intersection,21 - 30 MPH,No,2025-08-28 07:50:00,University of MN Police Dept - Duluth,0,46.81491233,-92.08459377,W COLLEGE ST,2025-25131505,"August 28, 2025",07:50:00 AM,Thursday,"No, Did not Leave Scene","2011 JEEP (POST 1988) GRAND CHEROKEE, 2017 SUBARU OUTBACK 2.5I","Sport Utility Vehicle, Passenger Car",7:00 AM - 7:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.150788 46.80106616),2,2,0,0,0,Motorist Only,DULUTH,SAINT LOUIS,Northeast,55811,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Driveway Access Related,21 - 30 MPH,No,2025-08-28 18:09:00,Duluth Police Dept,0,46.80106616,-92.150788,MALL DR,25131842,"August 28, 2025",06:09:00 PM,Thursday,"No, Did not Leave Scene","2012 MAZDA 3, 2010 DODGE CALIBER","Passenger Car, Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.21792682 44.80476867),2,2,0,0,0,Motorist Only,EAGAN,DAKOTA,Metro,55122,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,41 - 55 MPH,Yes,2025-08-28 05:34:00,Eagan Police Dept,0,44.804768670000009,-93.21792682,NICOLS  RD,25004212,"August 28, 2025",05:34:00 AM,Thursday,"No, Did not Leave Scene","2004 BUICK LESABRE, 2021 JEEP (POST 1988) GRAND CHEROKEE","Passenger Car, Sport Utility Vehicle",5:00 AM - 5:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.20857108 44.81986461),2,2,0,0,0,Motorist Only,EAGAN,DAKOTA,Metro,55122,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,21 - 30 MPH,No,2025-08-28 16:40:00,MN State Patrol District 2400 - Oakdale,0,44.81986461,-93.20857108,SILVER BELL RD / EB HWY13,25407241,"August 28, 2025",04:40:00 PM,Thursday,"No, Did not Leave Scene","2023 NISSAN MURANO, 2019 NISSAN NV","Sport Utility Vehicle, Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver)",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.41894119 44.86464141),2,2,0,0,0,Motorist Only,EDEN PRAIRIE,HENNEPIN,Metro,55344,Not on Tribal Land,Suspected Minor Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,31 - 40 MPH,Yes,2025-08-28 16:59:00,Eden Prairie Police Dept,1,44.86464141,-93.41894119,PRAIRIE CENTER DR,25029873,"August 28, 2025",04:59:00 PM,Thursday,"No, Did not Leave Scene","2003 STERLING LT, 2014 BUICK VERANO","Medium / Heavy Trucks (More than 10,000lbs), Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.25783079 44.6750711),6,3,0,0,0,Motorist Only,LAKEVILLE,DAKOTA,Metro,55044,Not on Tribal Land,Suspected Minor Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,41 - 55 MPH,No,2025-08-28 17:22:00,Lakeville Police Dept,3,44.6750711,-93.25783079,IPAVA AVE,LA25003460,"August 28, 2025",05:22:00 PM,Thursday,"No, Did not Leave Scene","2019 FORD EXPLORER, 2006 CHEVROLET SILVERADO, 2019 VOLKSWAGEN ATLAS","Sport Utility Vehicle, Passenger Car, Sport Utility Vehicle",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
